description,crop,status,disease,recommended_pesticide
Farmer reports: notable Infected fruit appears pitted and rough.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
According to the grower: extensive Foliage appears scorched and curled. visible Brown patches coalesce into larger necrotic areas.,Potato,Unhealthy,Early_blight,Neem oil
Inspection reveals: slight Edges of lesions appear water-soaked and greasy.,Potato,Unhealthy,Late_blight,Sulfur spray
According to the grower: rapid Growth becomes stunted and bushy.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Visual check indicates: extensive Flowers often drop without fruit setting. severe Fruit production decreases sharply. visible Overall plant appears dwarfed.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
visible Large brown blotches develop rapidly on leaves. sporadic White fungal growth may appear under humid conditions. sudden Stems show brown streaks near soil level.,Potato,Unhealthy,Late_blight,Sulfur spray
Farmer complains: clear Edges of lesions appear water-soaked and greasy. visible Blight odor is noticeable in severe infections.,Potato,Unhealthy,Late_blight,Sulfur spray
"Farmer reports: visible Tiny dark spots appear on young leaves. severe Infected fruit shows raised, scabby lesions.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
sudden Plant growth becomes stunted and uneven.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
Agronomist notes: rapid Stems remain largely unaffected. moderate Growth appears patchy across the field. rapid Lower leaves drop early in the season.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Inspection reveals: moderate Plants show no signs of stress or pests.,Potato,Healthy,healthy,None
Field observation shows: extensive Leaves look vibrant green with a smooth texture. sporadic Overall appearance is robust and lush. notable Plant canopy is full and evenly spaced.,Pepper_bell,Healthy,healthy,None
Field observation shows: moderate Leaves display mottled light and dark green patches. clear Growth appears stunted and twisted.,Tomato,Unhealthy,Tomato_mosaic_virus,Biological predators
Visual check indicates: extensive Young leaves curl upward and turn yellow. clear Virus spreads via whiteflies rapidly.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Farmer reports: notable No signs of wilting or discoloration. extensive Plants show no signs of stress or pests.,Potato,Healthy,healthy,None
Agronomist notes: severe Fruit production decreases sharply. sudden Overall plant appears dwarfed. slight Young leaves curl upward and turn yellow.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Field observation shows: moderate Foliage appears scorched and curled. severe Older leaves are the first to show symptoms. moderate Lower leaves drop prematurely under stress.,Potato,Unhealthy,Early_blight,Neem oil
Farmer reports: rapid Plants look generally stressed. sudden Leaves become thin and sparse. sudden Stems remain largely unaffected.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Field observation shows: rapid No visible blemishes on leaves or stems. rapid No unusual wilting or curling of leaves. visible Fruits develop bright color and firm walls.,Pepper_bell,Healthy,healthy,None
Field observation shows: sporadic Tuber development appears uniform and healthy. slight Plants show no signs of stress or pests.,Potato,Healthy,healthy,None
According to the grower: moderate Fruits develop firm dark lesions with greasy texture. severe Infected areas emit a musty odor.,Tomato,Unhealthy,Late_blight,Neem oil
Visual check indicates: clear No visible blemishes on leaves or stems. clear No unusual wilting or curling of leaves.,Pepper_bell,Healthy,healthy,None
Agronomist notes: sporadic Lesions coalesce into large blighted zones.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Visual check indicates: rapid Infestation begins on lower leaves. sporadic Leaves appear stippled with pale spots.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
moderate Lower leaves drop early in the season. visible Severe infections reduce fruit yield. slight Growth appears patchy across the field.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
sudden Leaf edges become ragged and torn. slight Lower leaves drop early under stress.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
According to the grower: severe Small dark lesions appear on the lower leaves. moderate Fruits show dark specks near the stem end.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Agronomist notes: clear Leaves look lush green with a glossy surface. slight Stems remain firm and robust.,Tomato,Healthy,healthy,None
severe Fruits develop evenly with no blemishes.,Tomato,Healthy,healthy,None
severe Leaves look lush green with a glossy surface.,Tomato,Healthy,healthy,None
Farmer complains: sudden Small dark lesions appear on the lower leaves. slight Spots are more prominent under humid conditions. slight Lesions coalesce into large blighted zones.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Agronomist notes: sporadic Edges of lesions look water-soaked. notable Whole plants may wilt overnight. extensive Infected areas emit a musty odor.,Tomato,Unhealthy,Late_blight,Neem oil
Agronomist notes: sudden Lower leaves are affected first. moderate Yellow patches appear on upper leaf surfaces. visible Lesions merge into large yellow areas.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
Farmer complains: sporadic Virus spreads easily through plant contact. sudden Overall plant vigor decreases. slight Leaves may appear leathery.,Tomato,Unhealthy,Tomato_mosaic_virus,Biological predators
According to the grower: slight Leaves look scorched or burnt at the edges.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Visual check indicates: severe Stems are firm and unblemished. sporadic Leaves are lush green with no visible spots. slight Leaf edges remain intact and smooth.,Potato,Healthy,healthy,None
According to the grower: sudden Plant growth becomes stunted and uneven. slight Infected fruit appears pitted and rough. moderate Spots enlarge and develop yellow halos.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
According to the grower: notable Plant growth becomes stunted and uneven.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
Agronomist notes: notable Fruit development may be reduced. severe Lower leaves are affected first. rapid Edges of leaves become brown and dry.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
visible Plant growth becomes stunted and uneven. moderate Spots enlarge and develop yellow halos. sudden Infected fruit appears pitted and rough.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
According to the grower: notable Leaves drop prematurely under stress. sudden Older leaves show symptoms first.,Tomato,Unhealthy,Early_blight,Horticultural oil
According to the grower: extensive Infestation begins on lower leaves. visible Fruit development may be stunted. sporadic Leaves turn bronze and curl under.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
Agronomist notes: extensive Leaf surfaces feel dry and rough. extensive Leaves turn bronze and curl under.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
According to the grower: notable Plant growth slows noticeably. notable Disease thrives in high humidity and poor airflow. visible Edges of leaves become brown and dry.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
Agronomist notes: severe No visible blemishes on leaves or stems.,Pepper_bell,Healthy,healthy,None
Farmer reports: sudden Stems may show sunken brown streaks. extensive Leaf edges appear scorched and curled. clear Dark concentric rings form on lower leaves.,Tomato,Unhealthy,Early_blight,Horticultural oil
According to the grower: notable Internodes shorten dramatically.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
"Farmer reports: rapid Lesions spread quickly under cool, wet weather. severe Edges of lesions appear water-soaked and greasy.",Potato,Unhealthy,Late_blight,Sulfur spray
Farmer reports: rapid Lesions merge into large yellow areas.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
"Inspection reveals: extensive Lower leaves drop prematurely. sporadic Warm, wet weather increases disease spread. rapid Leaves develop yellow halos around spots.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Agronomist notes: extensive Spots develop yellow halos as they expand.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Farmer reports: visible Plant growth becomes stunted and uneven. notable Warm weather accelerates disease spread. slight Spots enlarge and develop yellow halos.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
Agronomist notes: slight Leaves develop yellow halos around spots. clear Lower leaves drop prematurely. visible New growth appears stunted and distorted.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Inspection reveals: sporadic Leaves display mottled light and dark green patches.,Tomato,Unhealthy,Tomato_mosaic_virus,Biological predators
Field observation shows: severe Lower leaves drop prematurely under stress. visible Small dark spots develop with concentric rings. moderate Brown patches coalesce into larger necrotic areas.,Potato,Unhealthy,Early_blight,Neem oil
According to the grower: sporadic No signs of wilting or discoloration.,Potato,Healthy,healthy,None
"Farmer reports: sudden Lesions spread quickly under cool, wet weather.",Potato,Unhealthy,Late_blight,Sulfur spray
Farmer complains: rapid Leaves show circular or irregular necrotic areas.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
"Inspection reveals: severe Spots expand during warm, humid weather.",Tomato,Unhealthy,Early_blight,Horticultural oil
visible Stems remain largely unaffected. clear Tiny dark specks appear with pale centers.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Inspection reveals: sudden Plant stands tall and vigorous. severe No spots or discoloration on leaves.,Tomato,Healthy,healthy,None
Inspection reveals: moderate Tiny dark specks appear on young leaves.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
Field observation shows: clear Plant growth becomes stunted and uneven. moderate Lower leaves drop early under stress.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
Farmer reports: notable Brown patches coalesce into larger necrotic areas.,Potato,Unhealthy,Early_blight,Neem oil
Farmer reports: sudden Tuber development appears uniform and healthy. moderate Plants maintain strong upright growth. sporadic Leaf edges remain intact and smooth.,Potato,Healthy,healthy,None
clear Leaves display mottled light and dark green patches.,Tomato,Unhealthy,Tomato_mosaic_virus,Biological predators
Farmer reports: severe Leaves may appear leathery. sudden Symptoms worsen under high light conditions. slight Leaflets may become fern-like and narrow.,Tomato,Unhealthy,Tomato_mosaic_virus,Biological predators
severe Leaves collapse suddenly without warning. moderate Whole plants may wilt overnight.,Tomato,Unhealthy,Late_blight,Neem oil
Field observation shows: severe Lesions become raised and scabby on fruit. moderate Brown streaks may appear on stems.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
extensive Blight odor is noticeable in severe infections.,Potato,Unhealthy,Late_blight,Sulfur spray
Farmer complains: extensive Infested leaves drop prematurely.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
"Inspection reveals: sporadic Brown patches coalesce into larger necrotic areas. severe Lesions enlarge during warm, humid weather. notable Foliage appears scorched and curled.",Potato,Unhealthy,Early_blight,Neem oil
Inspection reveals: notable Severe infections lead to premature leaf drop. visible Lesions coalesce into large blighted zones.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Agronomist notes: sporadic Growth appears vigorous and balanced. moderate Fruit set appears normal and healthy. clear Surfaces remain free of lesions or mold.,Pepper_bell,Healthy,healthy,None
Farmer complains: notable Growth becomes stunted and bushy. sudden Fruit production decreases sharply. severe Leaves appear crumpled and thickened.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Field observation shows: extensive Overall growth is steady and balanced. sporadic Leaves look lush green with a glossy surface.,Tomato,Healthy,healthy,None
Farmer complains: notable Disease thrives in high humidity and poor airflow.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
sudden Leaves look lush green with a glossy surface. slight No spots or discoloration on leaves. slight Stems remain firm and robust.,Tomato,Healthy,healthy,None
Inspection reveals: rapid Spots enlarge and develop yellow halos. severe Lesions become raised and scabby on fruit. sudden Plant growth becomes stunted and uneven.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
